	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root
6064	81872	cotcodăci	=	Vmnp	cot.co.dă.ci	cotcodăc'i	k o t k o d @ tS i	4		3	k o t k o d @ tS
6065	81887	cotcodăcit	=	Ncms-n	cot.co.dă.cit	cotcodăc'it	k o t k o d @ tS i t	4		3	k o t k o d @ tS i t
6066	81912	cotei	=	Ncm--n	co.tei	cot'ei	k o t e j	2		1	k o t e
6067	81921	coteică	=	Ncfsrn	co.te.i.că	cot'eică	k o t e i k @	4		1	k o t e i k
6068	81939	coti	=	Vmnp	co.ti	cot'i	k o t i	2		1	k o t
6069	81947	cotidian	=	Afpms-n	co.ti.di.an	cotidi'an	k o t i d i a n	4		3	k o t i d i a n
6070	81948	cotidian	=	Ncms-n	co.ti.di.an	cotidi'an	k o t i d i a n	4		3	k o t i d i a n
6071	81978	cotieră	=	Ncfsrn	co.ti.e.ră	coti'eră	k o t i e r @	4		2	k o t i e r
6072	81985	cotigă	=	Ncfsrn	co.ti.gă	cot'igă	k o t i g @	3		1	k o t i g
6073	82000	cotit	=	Afpms-n	co.tit	cot'it	k o t i t	2		1	k o t i t
6074	82021	cotitură	=	Ncfsrn	co.ti.tu.ră	cotit'ură	k o t i t u r @	4		2	k o t i t u r
6075	82029	cotiugă	=	Ncfsrn	co.tiu.gă	coti'ugă	k o t j u g @	3		1	k o t j u g
6076	82031	cotiza	=	Vmnp	co.ti.za	cotiz'a	k o t i z a	3		2	k o t i z
6077	82035	cotizare	=	Ncfsrn	co.ti.za.re	cotiz'are	k o t i z a r e	4		2	k o t i z a r
6078	82047	cotizat	=	Afpms-n	co.ti.zat	cotiz'at	k o t i z a t	3		2	k o t i z a t
6079	82058	cotizație	=	Ncfsrn	co.ti.za.ți.e	cotiz'ație	k o t i z a ts i e	5		2	k o t i z a ts i
6080	82084	cotoi	=	Ncm--n	co.toi	cot'oi	k o t o j	2		1	k o t o
6081	82089	cotonog	=	Ncms-n	co.to.nog	coton'og	k o t o n o g	3		2	k o t o n o g
6082	82102	cotonogi	=	Vmnp	co.to.no.gi	cotonog'i	k o t o n o gZ i	4		3	k o t o n o gZ
6083	82130	cotor	=	Ncms-n	co.tor	cot'or	k o t o r	2		1	k o t o r
6084	82138	cotreanță	=	Ncfsrn	co.trean.ță	cotre'anță	k o t r e_X a n ts @	3		1	k o t r e_X a n ts
6085	82157	cotrog	=	Ncms-n	co.trog	cotr'og	k o t r o g	2		1	k o t r o g
6086	82160	cotropitor	=	Ncms-n	co.tro.pi.tor	cotropit'or	k o t r o p i t o r	4		3	k o t r o p i t o r
6087	82177	coulombmetru	=	Ncms-n	cou.lomb.me.tru	coulombm'etru	k o w l o m b m e t r u	4		2	k o w l o m b m e t r
6088	82181	covaci	=	Ncm--n	co.vaci	cov'aci	k o v a tS	2		1	k o v a tS
6089	82186	covalent	=	Afpms-n	co.va.lent	coval'ent	k o v a l e n t	3		2	k o v a l e n t
6090	82205	covercă	=	Ncfsrn	co.ver.că	cov'ercă	k o v e r k @	3		1	k o v e r k
6091	82212	covergă	=	Ncfsrn	co.ver.gă	cov'ergă	k o v e r g @	3		1	k o v e r g
6092	82215	covița	=	Vmnp	co.vi.ța	coviț'a	k o v i ts a	3		2	k o v i ts
6093	82246	covor	=	Ncms-n	co.vor	cov'or	k o v o r	2		1	k o v o r
6094	82250	covrig	=	Ncms-n	co.vrig	covr'ig	k o v r i g	2		1	k o v r i g
6095	82263	covrigi	=	Vmnp	co.vri.gi	covrig'i	k o v r i gZ i	3		2	k o v r i gZ
6096	82289	covrigărie	=	Ncfsrn	co.vri.gă.ri.e	covrigăr'ie	k o v r i g @ r i e	5		3	k o v r i g @ r i
6097	82295	covru	=	Ncms-n	co.vru	c'ovru	k o v r u	2		0	k o v r
6098	82314	covârși	=	Vmnp	co.vâr.și	covârș'i	k o v 1 r S i	3		2	k o v 1 r S
6099	82337	covârșitor	=	Afpms-n	co.vâr.și.tor	covârșit'or	k o v 1 r S i t o r	4		3	k o v 1 r S i t o r
6100	82350	coxalgie	=	Ncfsrn	co.xal.gi.e	coxalg'ie	k o ks a l gZ i e	4		2	k o ks a l gZ i
6101	82363	coxartroză	=	Ncfsrn	co.xar.tro.ză	coxartr'oză	k o ks a r t r o z @	4		2	k o ks a r t r o z
6102	82370	cozonac	=	Ncms-n	co.zo.nac	cozon'ac	k o z o n a k	3		2	k o z o n a k
6103	82383	cozoroc	=	Ncms-n	co.zo.roc	cozor'oc	k o z o r o k	3		2	k o z o r o k
6104	82402	crăci	=	Vmnp	cră.ci	crăc'i	k r @ tS i	2		1	k r @ tS
6105	82426	crăciun	=	Ncms-n	cră.ciun	crăci'un	k r @ tS u n	2		1	k r @ tS u n
6106	82456	crănțăni	=	Vmnp	crăn.ță.ni	crănțăn'i	k r @ n ts @ n i	3		2	k r @ n ts @ n
6107	82479	crăpa	=	Vmnp	cră.pa	crăp'a	k r @ p a	2		1	k r @ p
6108	82493	crăpat	=	Afpms-n	cră.pat	crăp'at	k r @ p a t	2		1	k r @ p a t
6109	82518	crăpcean	=	Ncms-n	crăp.cean	crăpce'an	k r @ p tS a n	2		1	k r @ p tS a n
6110	82536	crăpătură	=	Ncfsrn	cră.pă.tu.ră	crăpăt'ură	k r @ p @ t u r @	4		2	k r @ p @ t u r
6111	82540	crab	=	Ncms-n	crab	crab	k r a b	1		0	k r a b
6112	82544	crabot	=	Ncms-n	cra.bot	crab'ot	k r a b o t	2		1	k r a b o t
6113	82554	crac	=	Ncms-n	crac	crac	k r a k	1		0	k r a k
6114	82564	cracă	=	Ncfsrn	cra.că	cr'acă	k r a k @	2		0	k r a k
6115	82565	crah	=	Ncms-n	crah	crah	k r a h	1		0	k r a h
6116	82571	crai	=	Ncm--n	crai	crai	k r a j	1		0	k r a
6117	82574	crainic	=	Ncms-n	crai.nic	cr'ainic	k r a j n i k	2		0	k r a j n i k
6118	82588	crainică	=	Ncfsrn	crai.ni.că	cr'ainică	k r a j n i k @	3		0	k r a j n i k
6119	82589	craiovean	=	Afpms-n	cra.io.vean	craiove'an	k r a j o v e_X a n	3		2	k r a j o v e_X a n
6120	82592	craioveancă	=	Ncfsrn	cra.io.vean.că	craiove'ancă	k r a j o v e_X a n k @	4		2	k r a j o v e_X a n k
6121	82625	crampona	=	Vmnp	cram.po.na	crampon'a	k r a m p o n a	3		2	k r a m p o n
6122	82629	cramponare	=	Ncfsrn	cram.po.na.re	crampon'are	k r a m p o n a r e	4		2	k r a m p o n a r
6123	82663	crampă	=	Ncfsrn	cram.pă	cr'ampă	k r a m p @	2		0	k r a m p
6124	82664	cramă	=	Ncfsrn	cra.mă	cr'amă	k r a m @	2		0	k r a m
6125	82665	cranian	=	Afpms-n	cra.ni.an	crani'an	k r a n i a n	3		2	k r a n i a n
6126	82683	craniu	=	Ncms-n	cra.niu	cr'aniu	k r a n j u	2		0	k r a n j
6127	82688	crap	=	Ncms-n	crap	crap	k r a p	1		0	k r a p
6128	82698	cras	=	Afpms-n	cras	cras	k r a s	1		0	k r a s
6129	82710	crater	=	Ncms-n	cra.ter	cr'ater	k r a t e r	2		0	k r a t e r
6130	82723	cratiță	=	Ncfsrn	cra.ti.ță	cr'atiță	k r a t i ts @	3		0	k r a t i ts
6131	82724	craul	=	Ncms-n	craul	craul	k r a w l	1		0	k r a w l
6132	82734	cravată	=	Ncfsrn	cra.va.tă	crav'ată	k r a v a t @	3		1	k r a v a t
6133	82742	creșă	=	Ncfsrn	cre.șă	cr'eșă	k r e S @	2		0	k r e S
6134	82750	crește	=	Vmnp	creș.te	cr'ește	k r e S t e	2		0	k r e S t
6135	82757	creștere	=	Ncfsrn	creș.te.re	cr'eștere	k r e S t e r e	3		0	k r e S t e r
6136	82764	creștet	=	Ncms-n	creș.tet	cr'eștet	k r e S t e t	2		0	k r e S t e t
6137	82773	creștină	=	Ncfsrn	creș.ti.nă	creșt'ină	k r e S t i n @	3		1	k r e S t i n
6138	82777	creștinătate	=	Ncfsrn	creș.ti.nă.ta.te	creștinăt'ate	k r e S t i n @ t a t e	5		3	k r e S t i n @ t a t
6139	82782	creștin	=	Afpms-n	creș.tin	creșt'in	k r e S t i n	2		1	k r e S t i n
6140	82783	creștin	=	Ncms-n	creș.tin	creșt'in	k r e S t i n	2		1	k r e S t i n
6141	82785	creștina	=	Vmnp	creș.ti.na	creștin'a	k r e S t i n a	3		2	k r e S t i n
6142	82826	creștinesc	=	Afpms-n	creș.ti.nesc	creștin'esc	k r e S t i n e s k	3		2	k r e S t i n e s k
6143	82846	creștinism	=	Ncms-n	creș.ti.nism	creștin'ism	k r e S t i n i s m	3		2	k r e S t i n i s m
6144	82857	creț	=	Afpms-n	creț	creț	k r e ts	1		0	k r e ts
6145	82871	crețușcă	=	Ncfsrn	cre.țuș.că	creț'ușcă	k r e ts u S k @	3		1	k r e ts u S k
6146	82872	crețușcă	=	Ncfsvy	cre.țuș.că	creț'ușcă	k r e ts u S k @	3		1	k r e ts u S k
6147	82879	crea	=	Vmnp	cre.a	cre'a	k r e a	2		1	k r e
6148	82888	creație	=	Ncfsrn	cre.a.ți.e	cre'ație	k r e a ts i e	4		1	k r e a ts i
6149	82895	creaționism	=	Ncms-n	cre.a.ți.o.nism	creațion'ism	k r e a ts i o n i s m	5		4	k r e a ts i o n i s m
6150	82910	creangă	=	Ncfsrn	crean.gă	cre'angă	k r e_X a n g @	2		0	k r e_X a n g
6151	82918	creanță	=	Ncfsrn	cre.an.ță	cre'anță	k r e a n ts @	3		1	k r e a n ts
6152	82919	creare	=	Ncfsrn	cre.a.re	cre'are	k r e a r e	3		1	k r e a r
6153	82935	creastă	=	Ncfsrn	creas.tă	cre'astă	k r e_X a s t @	2		0	k r e_X a s t
6154	82938	creat	=	Afpms-n	cre.at	cre'at	k r e a t	2		1	k r e a t
6155	82947	creativ	=	Afpms-n	crea.tiv	creat'iv	k r e_X a t i v	2		1	k r e_X a t i v
6156	82957	creativitate	=	Ncfsrn	crea.ti.vi.ta.te	creativit'ate	k r e_X a t i v i t a t e	5		3	k r e_X a t i v i t a t
6157	82967	creatoare	=	Ncf--n	cre.a.toa.re	creato'are	k r e a t o_X a r e	4		2	k r e a t o_X a r
6158	82979	creator	=	Afpms-n	cre.a.tor	creat'or	k r e a t o r	3		2	k r e a t o r
6159	82980	creator	=	Ncms-n	cre.a.tor	creat'or	k r e a t o r	3		2	k r e a t o r
6160	83003	creatură	=	Ncfsrn	cre.a.tu.ră	creat'ură	k r e a t u r @	4		2	k r e a t u r
6161	83009	crede	=	Vmnp	cre.de	cr'ede	k r e d e	2		0	k r e d
6162	83016	credenț	=	Ncms-n	cre.denț	cred'enț	k r e d e n ts	2		1	k r e d e n ts
6163	83024	credibil	=	Afpms-n	cre.di.bil	cred'ibil	k r e d i b i l	3		1	k r e d i b i l
6164	83034	credibilitate	=	Ncfsrn	cre.di.bi.li.ta.te	credibilit'ate	k r e d i b i l i t a t e	6		4	k r e d i b i l i t a t
6165	83063	credinți	=	Vmnp	cre.din.ți	credinț'i	k r e d i n ts i	3		2	k r e d i n ts
6166	83085	credință	=	Ncfsrn	cre.din.ță	cred'ință	k r e d i n ts @	3		1	k r e d i n ts
6167	83100	credincioasă	=	Ncfsrn	cre.din.cioa.să	credincio'asă	k r e d i n tS o_X a s @	4		2	k r e d i n tS o_X a s
6168	83102	credincios	=	Afpms-n	cre.din.cios	credinci'os	k r e d i n tS o s	3		2	k r e d i n tS o s
6169	83103	credincios	=	Ncms-n	cre.din.cios	credinci'os	k r e d i n tS o s	3		2	k r e d i n tS o s
6170	83123	credit	=	Ncms-n	cre.dit	cr'edit	k r e d i t	2		0	k r e d i t
6171	83125	credita	=	Vmnp	cre.di.ta	credit'a	k r e d i t a	3		2	k r e d i t
6172	83129	creditare	=	Ncfsrn	cre.di.ta.re	credit'are	k r e d i t a r e	4		2	k r e d i t a r
6173	83142	creditat	=	Afpms-n	cre.di.tat	credit'at	k r e d i t a t	3		2	k r e d i t a t
6174	83173	creditoare	=	Ncf--n	cre.di.toa.re	credito'are	k r e d i t o_X a r e	4		2	k r e d i t o_X a r
6175	83185	creditor	=	Afpms-n	cre.di.tor	credit'or	k r e d i t o r	3		2	k r e d i t o r
6176	83186	creditor	=	Ncms-n	cre.di.tor	credit'or	k r e d i t o r	3		2	k r e d i t o r
6177	83202	credul	=	Afpms-n	cre.dul	cred'ul	k r e d u l	2		1	k r e d u l
6178	83220	creițar	=	Ncms-n	crei.țar	creiț'ar	k r e j ts a r	2		1	k r e j ts a r
6179	83227	creier	=	Ncms-n	cre.ier	cr'eier	k r e j e r	2		0	k r e j e r
6180	83239	creion	=	Ncms-n	cre.ion	crei'on	k r e j o n	2		1	k r e j o n
6181	83241	creiona	=	Vmnp	cre.io.na	creion'a	k r e j o n a	3		2	k r e j o n
6182	83255	creionat	=	Afpms-n	cre.io.nat	creion'at	k r e j o n a t	3		2	k r e j o n a t
6183	83288	crem	=	Ncms-n	crem	crem	k r e m	1		0	k r e m
6184	83303	cremos	=	Afpms-n	cre.mos	crem'os	k r e m o s	2		1	k r e m o s
6185	83311	cremă	=	Ncfsrn	cre.mă	cr'emă	k r e m @	2		0	k r e m
6186	83312	cremșnit	=	Ncms-n	crem.șnit	cr'emșnit	k r e m S n i t	2		0	k r e m S n i t
6187	83323	crenvurșt	=	Ncms-n	cren.vurșt	cr'envurșt	k r e n v u r S t	2		0	k r e n v u r S t
6188	83330	creozot	=	Ncms-n	cre.o.zot	creoz'ot	k r e o z o t	3		2	k r e o z o t
6189	83335	crepdeșin	=	Ncm--n	crep.de.șin	crepdeș'in	k r e p d e S i n	3		2	k r e p d e S i n
6190	83336	crepdeșin	=	Ncmsvn	crep.de.șin	crepdeș'in	k r e p d e S i n	3		2	k r e p d e S i n
6191	83339	creps	=	Ncms-n	creps	creps	k r e p s	1		0	k r e p s
6192	83352	crescător	=	Afpms-n	cres.că.tor	crescăt'or	k r e s k @ t o r	3		2	k r e s k @ t o r
6193	83353	crescător	=	Ncms-n	cres.că.tor	crescăt'or	k r e s k @ t o r	3		2	k r e s k @ t o r
6194	83357	crescătorie	=	Ncfsrn	cres.că.to.ri.e	crescător'ie	k r e s k @ t o r i e	5		3	k r e s k @ t o r i
6195	83388	crescut	=	Afpms-n	cres.cut	cresc'ut	k r e s k u t	2		1	k r e s k u t
6196	83408	crescând	=	Afpms-n	cres.când	cresc'ând	k r e s k 1 n d	2		1	k r e s k 1 n d
6197	83426	cresta	=	Vmnp	cres.ta	crest'a	k r e s t a	2		1	k r e s t
6198	83462	creuzet	=	Ncms-n	cre.u.zet	creuz'et	k r e u z e t	3		2	k r e u z e t
6199	83469	crez	=	Ncms-n	crez	crez	k r e z	1		0	k r e z
6200	83470	crezare	=	Ncfsrn	cre.za.re	crez'are	k r e z a r e	3		1	k r e z a r
6201	83474	crezol	=	Ncms-n	cre.zol	crez'ol	k r e z o l	2		1	k r e z o l
6202	83499	crezut	=	Afpms-n	cre.zut	crez'ut	k r e z u t	2		1	k r e z u t
6203	83527	crib	=	Ncms-n	crib	crib	k r i b	1		0	k r i b
6204	83533	cric	=	Ncms-n	cric	cric	k r i k	1		0	k r i k
6205	83539	crijac	=	Ncms-n	cri.jac	crij'ac	k r i Z a k	2		1	k r i Z a k
6206	83552	crijmă	=	Ncfsrn	crij.mă	cr'ijmă	k r i Z m @	2		0	k r i Z m
6207	83553	crimă	=	Ncfsrn	cri.mă	cr'imă	k r i m @	2		0	k r i m
6208	83561	criminală	=	Ncfsrn	cri.mi.na.lă	crimin'ală	k r i m i n a l @	4		2	k r i m i n a l
6209	83563	criminal	=	Afpms-n	cri.mi.nal	crimin'al	k r i m i n a l	3		2	k r i m i n a l
6210	83564	criminal	=	Ncms-n	cri.mi.nal	crimin'al	k r i m i n a l	3		2	k r i m i n a l
6211	83589	criminalist	=	Afpms-n	cri.mi.na.list	criminal'ist	k r i m i n a l i s t	4		3	k r i m i n a l i s t
6212	83590	criminalist	=	Ncms-n	cri.mi.na.list	criminal'ist	k r i m i n a l i s t	4		3	k r i m i n a l i s t
6213	83597	criminalistic	=	Afpms-n	cri.mi.na.lis.tic	criminal'istic	k r i m i n a l i s t i k	5		3	k r i m i n a l i s t i k
6214	83609	criminalistică	=	Ncfsrn	cri.mi.na.lis.ti.că	criminal'istică	k r i m i n a l i s t i k @	6		3	k r i m i n a l i s t i k
6215	83615	criminalitate	=	Ncfsrn	cri.mi.na.li.ta.te	criminalit'ate	k r i m i n a l i t a t e	6		4	k r i m i n a l i t a t
6216	83622	criminaliza	=	Vmnp	cri.mi.na.li.za	criminaliz'a	k r i m i n a l i z a	5		4	k r i m i n a l i z
6217	83659	criminolog	=	Afpms-n	cri.mi.no.log	criminol'og	k r i m i n o l o g	4		3	k r i m i n o l o g
6218	83660	criminolog	=	Ncms-n	cri.mi.no.log	criminol'og	k r i m i n o l o g	4		3	k r i m i n o l o g
6219	83670	criminologie	=	Ncfsrn	cri.mi.no.lo.gi.e	criminolog'ie	k r i m i n o l o gZ i e	6		4	k r i m i n o l o gZ i
6220	83680	crin	=	Ncms-n	crin	crin	k r i n	1		0	k r i n
6221	83687	cripalcă	=	Ncfsrn	cri.pal.că	crip'alcă	k r i p a l k @	3		1	k r i p a l k
6222	83693	criselefantin	=	Afpms-n	cri.se.le.fan.tin	criselefant'in	k r i s e l e f a n t i n	5		4	k r i s e l e f a n t i n
6223	83707	crispa	=	Vmnp	cris.pa	crisp'a	k r i s p a	2		1	k r i s p
6224	83711	crispare	=	Ncfsrn	cris.pa.re	crisp'are	k r i s p a r e	3		1	k r i s p a r
6225	83746	cristal	=	Ncms-n	cris.tal	crist'al	k r i s t a l	2		1	k r i s t a l
6226	83750	cristalin	=	Afpms-n	cris.ta.lin	cristal'in	k r i s t a l i n	3		2	k r i s t a l i n
6227	83766	cristaliza	=	Vmnp	cris.ta.li.za	cristaliz'a	k r i s t a l i z a	4		3	k r i s t a l i z
6228	83811	cristelniță	=	Ncfsrn	cris.tel.ni.ță	crist'elniță	k r i s t e l n i ts @	4		1	k r i s t e l n i ts
6229	83820	cristianism	=	Ncms-n	cris.ti.a.nism	cristian'ism	k r i s t i a n i s m	4		3	k r i s t i a n i s m
6230	83828	cristiană	=	Ncfsrn	cris.ti.a.nă	cristi'ană	k r i s t i a n @	4		2	k r i s t i a n
6231	83836	criteriu	=	Ncms-n	cri.te.riu	crit'eriu	k r i t e r j u	3		1	k r i t e r j
6232	83839	critică	=	Ncfsrn	cri.ti.că	cr'itică	k r i t i k @	3		0	k r i t i k
6233	83845	critic	=	Afpms-n	cri.tic	cr'itic	k r i t i k	2		0	k r i t i k
6234	83848	critica	=	Vmnp	cri.ti.ca	critic'a	k r i t i k a	3		2	k r i t i k
6235	83851	criticabil	=	Afpms-n	cri.ti.ca.bil	critic'abil	k r i t i k a b i l	4		2	k r i t i k a b i l
6236	83879	criticat	=	Afpms-n	cri.ti.cat	critic'at	k r i t i k a t	3		2	k r i t i k a t
6237	83931	crivăț	=	Ncms-n	cri.văț	cr'ivăț	k r i v @ ts	2		0	k r i v @ ts
6238	83940	criză	=	Ncfsrn	cri.ză	cr'iză	k r i z @	2		0	k r i z
6239	83941	croșet	=	Ncms-n	cro.șet	croș'et	k r o S e t	2		1	k r o S e t
6240	83943	croșeta	=	Vmnp	cro.șe.ta	croșet'a	k r o S e t a	3		2	k r o S e t
6241	83987	croșnă	=	Ncfsrn	croș.nă	cr'oșnă	k r o S n @	2		0	k r o S n
6242	83988	croat	=	Afpms-n	cro.at	cro'at	k r o a t	2		1	k r o a t
6243	83989	croat	=	Ncms-n	cro.at	cro'at	k r o a t	2		1	k r o a t
6244	84000	croată	=	Ncfsrn	cro.a.tă	cro'ată	k r o a t @	3		1	k r o a t
6245	84002	croazea	=	Ncfsrn	croa.zea	croaze'a	k r o_X a z e_X a	2		1	k r o_X a z e_X
6246	84014	croazieră	=	Ncfsrn	croa.zi.e.ră	croazi'eră	k r o_X a z i e r @	4		2	k r o_X a z i e r
6247	84030	crochetă	=	Ncfsrn	cro.che.tă	croch'etă	k r o k_j e t @	3		1	k r o k_j e t
6248	84031	crocodil	=	Ncms-n	cro.co.dil	crocod'il	k r o k o d i l	3		2	k r o k o d i l
6249	84039	croi	=	Vmnp	cro.i	cro'i	k r o i	2		1	k r o
6250	84061	croire	=	Ncfsrn	cro.i.re	cro'ire	k r o i r e	3		1	k r o i r
6251	84078	croit	=	Afpms-n	cro.it	cro'it	k r o i t	2		1	k r o i t
6252	84079	croit	=	Ncms-n	cro.it	cro'it	k r o i t	2		1	k r o i t
6253	84088	croitor	=	Ncms-n	cro.i.tor	croit'or	k r o i t o r	3		2	k r o i t o r
6254	84091	croitorie	=	Ncfsrn	cro.i.to.ri.e	croitor'ie	k r o i t o r i e	5		3	k r o i t o r i
6255	84108	crom	=	Ncms-n	crom	crom	k r o m	1		0	k r o m
6256	84115	cromatică	=	Ncfsrn	cro.ma.ti.că	crom'atică	k r o m a t i k @	4		1	k r o m a t i k
6257	84116	cromleh	=	Ncms-n	crom.leh	cr'omleh	k r o m l e h	2		0	k r o m l e h
6258	84122	cromnichel	=	Ncms-n	crom.ni.chel	cromn'ichel	k r o m n i k_j e l	3		1	k r o m n i k_j e l
6259	84125	cromozomial	=	Afpms-n	cro.mo.zo.mial	cromozomi'al	k r o m o z o m j a l	4		3	k r o m o z o m j a l
6260	84149	croncănitură	=	Ncfsrn	cron.că.ni.tu.ră	croncănit'ură	k r o n k @ n i t u r @	5		3	k r o n k @ n i t u r
6261	84150	cronică	=	Ncfsrn	cro.ni.că	cr'onică	k r o n i k @	3		0	k r o n i k
6262	84154	cronic	=	Afpms-n	cro.nic	cr'onic	k r o n i k	2		0	k r o n i k
6263	84156	cronica	=	Vmnp	cro.ni.ca	cronic'a	k r o n i k a	3		2	k r o n i k
6264	84162	cronicar	=	Ncms-n	cro.ni.car	cronic'ar	k r o n i k a r	3		2	k r o n i k a r
6265	84204	croniciza	=	Vmnp	cro.ni.ci.za	croniciz'a	k r o n i tS i z a	4		3	k r o n i tS i z
6266	84205	cronicizare	=	Ncfsrn	cro.ni.ci.za.re	croniciz'are	k r o n i tS i z a r e	5		3	k r o n i tS i z a r
6267	84233	cronologic	=	Afpms-n	cro.no.lo.gic	cronol'ogic	k r o n o l o gZ i k	4		2	k r o n o l o gZ i k
6268	84246	cronologie	=	Ncfsrn	cro.no.lo.gi.e	cronolog'ie	k r o n o l o gZ i e	5		3	k r o n o l o gZ i
6269	84255	cronometra	=	Vmnp	cro.no.me.tra	cronometr'a	k r o n o m e t r a	4		3	k r o n o m e t r
6270	84258	cronometraj	=	Ncms-n	cro.no.me.traj	cronometr'aj	k r o n o m e t r a Z	4		3	k r o n o m e t r a Z
6271	84276	cronometrat	=	Afpms-n	cro.no.me.trat	cronometr'at	k r o n o m e t r a t	4		3	k r o n o m e t r a t
6272	84307	cronometror	=	Ncms-n	cro.no.me.tror	cronometr'or	k r o n o m e t r o r	4		3	k r o n o m e t r o r
6273	84315	cronometru	=	Ncms-n	cro.no.me.tru	cronom'etru	k r o n o m e t r u	4		2	k r o n o m e t r
6274	84320	cros	=	Ncms-n	cros	cros	k r o s	1		0	k r o s
6275	84321	crosing	=	Ncms-n	cro.sing	cr'osing	k r o s i n g	2		0	k r o s i n g
6276	84327	crossbar	=	Ncms-n	cro.ss.bar	cr'ossbar	k r o s s b a r	-1	syll count mismatch	0	k r o s s b a r
6277	84336	crov	=	Ncms-n	crov	crov	k r o v	1		0	k r o v
6278	84343	crușân	=	Ncms-n	cru.șân	cruș'ân	k r u S 1 n	2		1	k r u S 1 n
6279	84351	cruța	=	Vmnp	cru.ța	cruț'a	k r u ts a	2		1	k r u ts
6280	84383	cruce	=	Ncfsrn	cru.ce	cr'uce	k r u tS e	2		0	k r u tS
6281	84398	cruci	=	Vmnp	cru.ci	cruc'i	k r u tS i	2		1	k r u tS
6282	84405	crucial	=	Afpms-n	cru.ci.al	cruci'al	k r u tS i a l	3		2	k r u tS i a l
6283	84419	cruciat	=	Ncms-n	cru.ci.at	cruci'at	k r u tS i a t	3		2	k r u tS i a t
6284	84426	crucificare	=	Ncfsrn	cru.ci.fi.ca.re	crucific'are	k r u tS i f i k a r e	5		3	k r u tS i f i k a r
6285	84461	cruciuliță	=	Ncfsrn	cru.ciu.li.ță	cruciul'iță	k r u tS u l i ts @	4		2	k r u tS u l i ts
6286	84468	crucnă	=	Ncfsrn	cruc.nă	cr'ucnă	k r u k n @	2		0	k r u k n
6287	84469	crud	=	Afpms-n	crud	crud	k r u d	1		0	k r u d
6288	84479	crug	=	Ncms-n	crug	crug	k r u g	1		0	k r u g
6289	84491	crumpenă	=	Ncfsrn	crum.pe.nă	cr'umpenă	k r u m p e n @	3		0	k r u m p e n
6290	84492	crunt	=	Afpms-n	crunt	crunt	k r u n t	1		0	k r u n t
6291	84496	crunta	=	Vmnp	crun.ta	crunt'a	k r u n t a	2		1	k r u n t
6292	84547	crup	=	Ncm--n	crup	crup	k r u p	1		0	k r u p
6293	84548	crup	=	Ncmsvn	crup	crup	k r u p	1		0	k r u p
6294	84558	crustaceu	=	Ncms-n	crus.ta.ceu	crustac'eu	k r u s t a tS e w	3		2	k r u s t a tS e
6295	84568	crustă	=	Ncfsrn	crus.tă	cr'ustă	k r u s t @	2		0	k r u s t
6296	84569	cruzeiro	=	Ncm--n	cru.ze.i.ro	cruz'eiro	k r u z e i r o	4		1	k r u z e i r
6297	84575	cruzime	=	Ncfsrn	cru.zi.me	cruz'ime	k r u z i m e	3		1	k r u z i m
6298	84584	crâșca	=	Vmnp	crâș.ca	crâșc'a	k r 1 S k a	2		1	k r 1 S k
6299	84623	crâșmuliță	=	Ncfsrn	crâș.mu.li.ță	crâșmul'iță	k r 1 S m u l i ts @	4		2	k r 1 S m u l i ts
6300	84624	crâșmă	=	Ncfsrn	crâș.mă	cr'âșmă	k r 1 S m @	2		0	k r 1 S m
6301	84639	crâcni	=	Vmnp	crâc.ni	crâcn'i	k r 1 k n i	2		1	k r 1 k n
6302	84665	crâmpiță	=	Ncfsrn	crâm.pi.ță	cr'âmpiță	k r 1 m p i ts @	3		0	k r 1 m p i ts
6303	84678	crâmpoți	=	Vmnp	crâm.po.ți	crâmpoț'i	k r 1 m p o ts i	3		2	k r 1 m p o ts
6304	84699	crâncen	=	Afpms-n	crân.cen	cr'âncen	k r 1 n tS e n	2		0	k r 1 n tS e n
6305	84713	crâng	=	Ncms-n	crâng	crâng	k r 1 n g	1		0	k r 1 n g
6306	84719	crâsnic	=	Ncms-n	crâs.nic	cr'âsnic	k r 1 s n i k	2		0	k r 1 s n i k
6307	84732	crâstel	=	Ncms-n	crâs.tel	crâst'el	k r 1 s t e l	2		1	k r 1 s t e l
6308	84735	ctitoră	=	Ncfsrn	cti.to.ră	ct'itoră	k t i t o r @	3		0	k t i t o r
6309	84736	ctitor	=	Ncms-n	cti.tor	ct'itor	k t i t o r	2		0	k t i t o r
6310	84755	ctitori	=	Vmnp	cti.to.ri	ctitor'i	k t i t o r i	3		2	k t i t o r
6311	84762	ctitoricesc	=	Afpms-n	cti.to.ri.cesc	ctitoric'esc	k t i t o r i tS e s k	4		3	k t i t o r i tS e s k
6312	84772	ctitorie	=	Ncfsrn	cti.to.ri.e	ctitor'ie	k t i t o r i e	4		2	k t i t o r i
6313	84805	cușac	=	Ncms-n	cu.șac	cuș'ac	k u S a k	2		1	k u S a k
6314	84816	cușcaie	=	Ncfsrn	cuș.ca.ie	cușc'aie	k u S k a j e	3		1	k u S k a j
6315	84817	cușchebap	=	Ncms-n	cuș.che.bap	cușcheb'ap	k u S k_j e b a p	3		2	k u S k_j e b a p
